sample_id,source_mode,symbol,direction_guess,direction_confidence,window_start,window_end,anchor_timestamp,anchor_timeframe,anchor_date,anchor_iso_week,month,session,candidate_source_type,entry_level_source,entry_level_confidence,entry_level_price,entry_level_is_heuristic,volatility_bucket,daily_atr_at_anchor,chart_path,html_path,execution_data_status,m1_candles_count,m5_candles_count,m15_candles_count,h1_candles_count,m1_count,m5_count,m15_count,h1_count,execution_window_start,execution_window_end,candidate_reason_codes,limitations,reviewer_should_skip_due_to_missing_ltf_data_manual,htf_liquidity_class_manual,ltf_liquidity_class_manual,multi_tf_alignment_manual,liquidity_taken_manual,liquidity_depth_quality_manual,shallow_liquidity_trap_manual,target_liquidity_available_manual,reaction_zone_present_manual,reaction_zone_type_manual,reaction_zone_age_quality_manual,fvg_valid_manual,ifvg_valid_manual,volume_crack_present_manual,volume_profile_clean_manual,number_theory_confluence_manual,adelin_v2_label_manual,would_trade_manual,no_trade_reason_manual,setup_quality_score_manual,reversal_or_continuation_manual,rare_ifvg_continuation_candidate_manual,expected_sl_pips_manual,sl_acceptable_manual,be_after_reaction_manual,early_close_candidate_manual,accumulation_after_entry_manual,m1_engulfing_against_manual,runner_target_manual,partial_management_manual,expected_target_area_manual,actual_reaction_quality_manual,actual_followthrough_quality_manual,reviewer_confidence_manual,reviewer_notes,automatic_outcome_label,direction_guess,entry_price,entry_level_source,entry_level_confidence,entry_level_reason_codes,entry_level_is_heuristic,max_favorable_pips,max_adverse_pips,time_to_100_pips_minutes,fast_reaction_100pips_15m,sl_20_hit,sl_40_hit,limitations
sample_232,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-18T22:45:00+00:00,2026-03-19T03:15:00+00:00,2026-03-19T00:15:00+00:00,M15,2026-03-19,2026-W12,2026-03,ASIA,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4820.51,True,MID,141.8336,charts/sample_232.svg,examples/sample_232.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-18T22:45:00+00:00,2026-03-19T03:15:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_233,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-04-17T11:15:00+00:00,2026-04-17T15:45:00+00:00,2026-04-17T12:45:00+00:00,M15,2026-04-17,2026-W16,2026-04,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,MID,135.3486,charts/sample_233.svg,examples/sample_233.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-17T11:15:00+00:00,2026-04-17T15:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,LONG,4790.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,996.4,77.3,120.0,False,True,True,
sample_234,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-20T00:15:00+00:00,2026-04-20T04:45:00+00:00,2026-04-20T01:45:00+00:00,M15,2026-04-20,2026-W17,2026-04,ASIA,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4795.3,True,MID,131.2179,charts/sample_234.svg,examples/sample_234.html,REVIEWABLE_M1_M5,226,46,16,4,226,46,16,4,2026-04-20T00:15:00+00:00,2026-04-20T04:45:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_235,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-05-19T03:45:00+00:00,2026-05-19T08:15:00+00:00,2026-05-19T05:15:00+00:00,M15,2026-05-19,2026-W21,2026-05,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4560.0,True,LOW,104.4121,charts/sample_235.svg,examples/sample_235.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-19T03:45:00+00:00,2026-05-19T08:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4560.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,22.3,291.1,,False,True,True,
sample_236,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-18T23:45:00+00:00,2026-05-19T04:15:00+00:00,2026-05-19T01:15:00+00:00,M15,2026-05-19,2026-W21,2026-05,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4573.26,True,LOW,104.4121,charts/sample_236.svg,examples/sample_236.html,REVIEWABLE_M1_M5,196,40,14,4,196,40,14,4,2026-05-18T23:45:00+00:00,2026-05-19T04:15:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4573.26,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,217.5,159.8,164.0,False,True,True,
sample_237,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-02-20T05:15:00+00:00,2026-02-20T09:45:00+00:00,2026-02-20T06:45:00+00:00,M15,2026-02-20,2026-W08,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5000.0,True,HIGH,200.0014,charts/sample_237.svg,examples/sample_237.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-02-20T05:15:00+00:00,2026-02-20T09:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,5000.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,36.0,300.9,,False,True,True,
sample_238,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-02-19T16:00:00+00:00,2026-02-19T20:30:00+00:00,2026-02-19T17:30:00+00:00,M15,2026-02-19,2026-W08,2026-02,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5010.67,True,HIGH,250.2014,charts/sample_238.svg,examples/sample_238.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-19T16:00:00+00:00,2026-02-19T20:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_FAST_REACTION,LONG,5010.67,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,115.7,353.7,0.0,True,True,True,
sample_239,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-03-19T03:45:00+00:00,2026-03-19T08:15:00+00:00,2026-03-19T05:15:00+00:00,M15,2026-03-19,2026-W12,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4860.0,True,MID,141.8336,charts/sample_239.svg,examples/sample_239.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-19T03:45:00+00:00,2026-03-19T08:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4860.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,1123.0,59.3,45.0,False,True,True,
sample_240,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-19T07:45:00+00:00,2026-03-19T12:15:00+00:00,2026-03-19T09:15:00+00:00,M15,2026-03-19,2026-W12,2026-03,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4747.7,True,MID,141.8336,charts/sample_240.svg,examples/sample_240.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-19T07:45:00+00:00,2026-03-19T12:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_FAST_REACTION,LONG,4747.7,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,342.7,811.4,0.0,True,True,True,
sample_241,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-04-20T08:00:00+00:00,2026-04-20T12:30:00+00:00,2026-04-20T09:30:00+00:00,M15,2026-04-20,2026-W17,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,MID,131.2179,charts/sample_241.svg,examples/sample_241.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-20T08:00:00+00:00,2026-04-20T12:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4790.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,157.4,64.8,33.0,False,True,True,
sample_242,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-20T13:30:00+00:00,2026-04-20T18:00:00+00:00,2026-04-20T15:00:00+00:00,M15,2026-04-20,2026-W17,2026-04,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4809.52,True,MID,131.2179,charts/sample_242.svg,examples/sample_242.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-20T13:30:00+00:00,2026-04-20T18:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4809.52,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,169.4,180.9,38.0,False,True,True,
sample_243,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-05-19T10:30:00+00:00,2026-05-19T15:00:00+00:00,2026-05-19T12:00:00+00:00,M15,2026-05-19,2026-W21,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4540.0,True,LOW,104.4121,charts/sample_243.svg,examples/sample_243.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-19T10:30:00+00:00,2026-05-19T15:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4540.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,145.3,80.0,103.0,False,True,True,
sample_244,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-19T16:15:00+00:00,2026-05-19T20:45:00+00:00,2026-05-19T17:45:00+00:00,M15,2026-05-19,2026-W21,2026-05,OTHER,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4514.42,True,LOW,104.4121,charts/sample_244.svg,examples/sample_244.html,REVIEWABLE_M1_M5,221,44,14,2,221,44,14,2,2026-05-19T16:15:00+00:00,2026-05-19T20:45:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_245,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-02-23T04:45:00+00:00,2026-02-23T09:15:00+00:00,2026-02-23T06:15:00+00:00,M15,2026-02-23,2026-W09,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5160.0,True,MID,173.8536,charts/sample_245.svg,examples/sample_245.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-23T04:45:00+00:00,2026-02-23T09:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,5160.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,350.1,47.6,146.0,False,True,True,
sample_246,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-23T08:45:00+00:00,2026-02-23T13:15:00+00:00,2026-02-23T10:15:00+00:00,M15,2026-02-23,2026-W09,2026-02,LONDON,SWEEP_EXTREME,UNKNOWN,UNKNOWN,5124.99,True,MID,173.8536,charts/sample_246.svg,examples/sample_246.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-23T08:45:00+00:00,2026-02-23T13:15:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,SHORT,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_247,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-03-20T04:00:00+00:00,2026-03-20T08:30:00+00:00,2026-03-20T05:30:00+00:00,M15,2026-03-20,2026-W12,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4730.0,True,MID,159.8371,charts/sample_247.svg,examples/sample_247.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-20T04:00:00+00:00,2026-03-20T08:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4730.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,685.0,57.2,37.0,False,True,True,
sample_248,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-03-19T11:45:00+00:00,2026-03-19T16:15:00+00:00,2026-03-19T13:15:00+00:00,M15,2026-03-19,2026-W12,2026-03,NEW_YORK,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4666.56,True,MID,141.8336,charts/sample_248.svg,examples/sample_248.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-19T11:45:00+00:00,2026-03-19T16:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,SHORT,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_249,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-04-20T18:45:00+00:00,2026-04-20T23:15:00+00:00,2026-04-20T20:15:00+00:00,M15,2026-04-20,2026-W17,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4810.0,True,MID,131.2179,charts/sample_249.svg,examples/sample_249.html,REVIEWABLE_M1_M5,255,51,17,4,255,51,17,4,2026-04-20T18:45:00+00:00,2026-04-20T23:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4810.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,49.2,113.8,,False,True,True,
sample_250,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-20T23:45:00+00:00,2026-04-21T04:15:00+00:00,2026-04-21T01:15:00+00:00,M15,2026-04-21,2026-W17,2026-04,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4831.42,True,MID,128.1064,charts/sample_250.svg,examples/sample_250.html,REVIEWABLE_M1_M5,196,40,14,4,196,40,14,4,2026-04-20T23:45:00+00:00,2026-04-21T04:15:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,SHORT,4831.42,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,256.7,18.2,91.0,False,False,False,
sample_251,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-02-23T12:45:00+00:00,2026-02-23T17:15:00+00:00,2026-02-23T14:15:00+00:00,M15,2026-02-23,2026-W09,2026-02,NEW_YORK_OPEN,ROUND_LEVEL,ROUND_LEVEL,HIGH,5150.0,True,MID,173.8536,charts/sample_251.svg,examples/sample_251.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-23T12:45:00+00:00,2026-02-23T17:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|NEW_YORK_OPEN_CONTEXT|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,5150.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,550.3,85.7,26.0,False,True,True,
sample_252,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-02-23T19:00:00+00:00,2026-02-23T23:30:00+00:00,2026-02-23T20:30:00+00:00,M15,2026-02-23,2026-W09,2026-02,OTHER,SWEEP_EXTREME,UNKNOWN,UNKNOWN,5215.89,True,MID,173.8536,charts/sample_252.svg,examples/sample_252.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-23T19:00:00+00:00,2026-02-23T23:30:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_253,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-03-20T11:00:00+00:00,2026-03-20T15:30:00+00:00,2026-03-20T12:30:00+00:00,M15,2026-03-20,2026-W12,2026-03,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4660.0,True,MID,159.8371,charts/sample_253.svg,examples/sample_253.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-20T11:00:00+00:00,2026-03-20T15:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4660.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,354.4,1085.9,61.0,False,True,True,
sample_254,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-23T02:30:00+00:00,2026-03-23T07:00:00+00:00,2026-03-23T04:00:00+00:00,M15,2026-03-23,2026-W13,2026-03,ASIA,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4454.05,True,MID,166.9857,charts/sample_254.svg,examples/sample_254.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-23T02:30:00+00:00,2026-03-23T07:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_255,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-21T06:30:00+00:00,2026-04-21T11:00:00+00:00,2026-04-21T08:00:00+00:00,M15,2026-04-21,2026-W17,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,MID,128.1064,charts/sample_255.svg,examples/sample_255.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-21T06:30:00+00:00,2026-04-21T11:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4790.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,70.0,173.5,,False,True,True,
sample_256,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-21T12:00:00+00:00,2026-04-21T16:30:00+00:00,2026-04-21T13:30:00+00:00,M15,2026-04-21,2026-W17,2026-04,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4780.9,True,MID,128.1064,charts/sample_256.svg,examples/sample_256.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-21T12:00:00+00:00,2026-04-21T16:30:00+00:00,NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,LONG,4780.9,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,170.5,200.2,70.0,False,True,True,
sample_257,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-02-24T08:00:00+00:00,2026-02-24T12:30:00+00:00,2026-02-24T09:30:00+00:00,M15,2026-02-24,2026-W09,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5180.0,True,MID,159.5764,charts/sample_257.svg,examples/sample_257.html,REVIEWABLE_M1_M5,270,55,19,5,270,55,19,5,2026-02-24T08:00:00+00:00,2026-02-24T12:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,5180.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,167.5,40.6,37.0,False,True,True,
sample_258,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-02-24T12:45:00+00:00,2026-02-24T17:15:00+00:00,2026-02-24T14:15:00+00:00,M15,2026-02-24,2026-W09,2026-02,NEW_YORK_OPEN,SWEEP_EXTREME,UNKNOWN,UNKNOWN,5167.93,True,MID,159.5764,charts/sample_258.svg,examples/sample_258.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-24T12:45:00+00:00,2026-02-24T17:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
